Gene,Main location,Other location,Expression type,Reliability
ENSG00000172292,Nucleus,Cytoplasm,Staining,Uncertain
ENSG00000172315,,,Staining,Uncertain
ENSG00000172331,Nucleus;Nucleoli,Cytoplasm;Cytoskeleton (Intermediate filaments),APE,Medium
ENSG00000172345,,,APE,N/A
ENSG00000172346,Golgi apparatus;Vesicles,Nucleus but not nucleoli,Staining,Uncertain
ENSG00000172349,Plasma membrane;Cytoplasm,Nucleus,Staining,Supportive
ENSG00000172361,Cytoplasm,,APE,Low
ENSG00000172367,,,Staining,Uncertain
ENSG00000172379,,,Staining,Uncertain
ENSG00000172399,,,Staining,Uncertain
ENSG00000172403,Nucleus but not nucleoli;Golgi apparatus,,Staining,Uncertain
ENSG00000172404,Nucleus,Cytoplasm,Staining,Uncertain
ENSG00000172410,Nucleus but not nucleoli,Nucleoli;Cytoplasm,Staining,Uncertain
ENSG00000172421,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000172425,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000172426,Nucleus,Nucleoli;Cytoplasm,Staining,Uncertain
ENSG00000172428,Nucleus but not nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000172432,Cytoplasm,,Staining,Uncertain
ENSG00000172466,Nucleus,,Staining,Supportive
ENSG00000172469,Golgi apparatus,,APE,Medium
ENSG00000172482,Focal Adhesions,,Staining,Non-supportive
ENSG00000172497,,,Staining,Uncertain
ENSG00000172500,,,Staining,Uncertain
ENSG00000172508,Cytoplasm,Plasma membrane,Staining,Uncertain
ENSG00000172534,Nucleus but not nucleoli;Mitochondria,,Staining,Supportive
ENSG00000172548,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000172568,Nucleoli;Cytoplasm,,APE,Low
ENSG00000172572,Nucleus,,Staining,Uncertain
ENSG00000172578,Plasma membrane;Cytoplasm,,Staining,Uncertain
ENSG00000172586,Nucleus,Nucleoli;Cytoplasm;Mitochondria,Staining,Supportive
ENSG00000172590,Mitochondria,Nucleus but not nucleoli,Staining,Uncertain
ENSG00000172594,Mitochondria,Nucleus;Nucleoli,Staining,Uncertain
ENSG00000172613,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000172638,Cytoplasm;Centrosome,,Staining,Uncertain
ENSG00000172653,Nucleus,,Staining,Uncertain
ENSG00000172663,Cytoplasm,,Staining,Uncertain
ENSG00000172673,Nucleus,Nucleoli,Staining,Uncertain
ENSG00000172680,,,Staining,Uncertain
ENSG00000172716,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000172717,Nucleus but not nucleoli;Cytoplasm,,APE,Low
ENSG00000172731,Nucleus but not nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000172752,Nucleus but not nucleoli,,Staining,Non-supportive
ENSG00000172766,Cytoplasm,,APE,High
ENSG00000172771,Nucleus,,Staining,Uncertain
ENSG00000172789,Nucleus but not nucleoli,Cell Junctions,Staining,Supportive
ENSG00000172803,Focal Adhesions;Cell Junctions,Nucleus;Cytoplasm,Staining,Uncertain
ENSG00000172817,Nucleus but not nucleoli;Cytoplasm,,Staining,Non-supportive
ENSG00000172818,Nucleus,,Staining,Supportive
ENSG00000172824,,,Staining,Uncertain
ENSG00000172830,Nucleus but not nucleoli;Cytoplasm,Plasma membrane;Cytoskeleton (Actin filaments),APE,Medium
ENSG00000172831,Golgi apparatus,Cytoplasm,Staining,Uncertain
ENSG00000172867,Cytoplasm;Cytoskeleton (Intermediate filaments),Golgi apparatus,Staining,Supportive
ENSG00000172869,Nucleoli,,Staining,Uncertain
ENSG00000172878,Plasma membrane,,Staining,Non-supportive
ENSG00000172893,Cytoplasm,,Staining,Non-supportive
ENSG00000172915,Nucleus but not nucleoli;Cytoplasm;Centrosome,,Staining,Uncertain
ENSG00000172927,Nucleus,Cytoplasm;Vesicles,Staining,Uncertain
ENSG00000172932,Nucleus,Plasma membrane;Mitochondria,Staining,Uncertain
ENSG00000172935,Nucleus but not nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000172938,Nucleus;Nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000172939,Cytoplasm,,Staining,Uncertain
ENSG00000172940,,,Staining,Uncertain
ENSG00000172943,Cytoskeleton (Microtubules),Nucleus,Staining,Uncertain
ENSG00000172954,Cytoplasm,,Staining,Non-supportive
ENSG00000172977,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000172987,Nucleus but not nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000172995,Nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000173011,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000173041,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000173068,Nucleus;Cytoplasm,Plasma membrane,Staining,Supportive
ENSG00000173110,Nucleus but not nucleoli;Cytoplasm;Golgi apparatus,,Staining,Uncertain
ENSG00000173113,Cytoskeleton (Microtubules),Nucleus,Staining,Uncertain
ENSG00000173124,Nucleoli,,Staining,Uncertain
ENSG00000173137,Plasma membrane;Cytoplasm,,APE,Low
ENSG00000173141,Cytoplasm,,Staining,Uncertain
ENSG00000173156,Nucleus,,Staining,Uncertain
ENSG00000173157,Cytoplasm;Golgi apparatus;Cytoskeleton (Microtubules),,APE,Very low
ENSG00000173163,Nucleus,Nucleoli;Cytoplasm;Cell Junctions,Staining,Supportive
ENSG00000173166,Nucleus,Plasma membrane;Cytoplasm;Centrosome,APE,Low
ENSG00000173171,Mitochondria,,Staining,Supportive
ENSG00000173175,Cytoskeleton (Intermediate filaments),,Staining,Uncertain
ENSG00000173193,Cytoplasm,,APE,High
ENSG00000173198,Nucleoli,,Staining,Non-supportive
ENSG00000173200,Mitochondria,Nucleus but not nucleoli,Staining,Uncertain
ENSG00000173207,Nucleus,Nucleoli;Cytoplasm;Golgi apparatus,Staining,Uncertain
ENSG00000173208,Vesicles,,Staining,Supportive
ENSG00000173210,,,Staining,Uncertain
ENSG00000173214,Cytoskeleton (Intermediate filaments),,Staining,Uncertain
ENSG00000173218,Nucleus;Centrosome,Plasma membrane;Cytoplasm;Cell Junctions,Staining,Uncertain
ENSG00000173227,,,Staining,Uncertain
ENSG00000173230,Golgi apparatus,,APE,High
ENSG00000173253,Cytoplasm,,Staining,Uncertain
ENSG00000173262,Cytoplasm,Plasma membrane,Staining,Uncertain
ENSG00000173267,Plasma membrane;Golgi apparatus,,APE,Low
ENSG00000173269,Cytoplasm;Vesicles;Cytoskeleton (Microtubules),Mitochondria,Staining,Uncertain
ENSG00000173273,Nucleus but not nucleoli,Nuclear membrane,Staining,Uncertain
ENSG00000173275,Nucleus but not nucleoli;Cytoplasm,Aggresome,Staining,Uncertain
ENSG00000173276,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000173281,Vesicles,Cytoplasm,Staining,Uncertain
ENSG00000173295,Nucleus but not nucleoli,Cytoplasm;Cytoskeleton (Actin filaments),Staining,Uncertain
ENSG00000173335,Cytoplasm,,Staining,Uncertain
ENSG00000173366,Mitochondria,Cytoplasm,Staining,Non-supportive
ENSG00000173372,Golgi apparatus,Cytoplasm,Staining,Uncertain
ENSG00000173389,,,Staining,Uncertain
ENSG00000173401,Cytoplasm,,Staining,Uncertain
ENSG00000173421,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000173431,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000173442,Plasma membrane,Nucleoli;Cytoplasm,Staining,Uncertain
ENSG00000173451,Golgi apparatus,Nucleus but not nucleoli,Staining,Uncertain
ENSG00000173452,Golgi apparatus,Nucleus but not nucleoli,Staining,Uncertain
ENSG00000173456,Nucleus but not nucleoli,Cytoplasm;Vesicles,Staining,Uncertain
ENSG00000173473,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000173517,Nucleus but not nucleoli;Plasma membrane;Cytoplasm,,APE,Low
ENSG00000173531,Cytoskeleton (Actin filaments),,Staining,Uncertain
ENSG00000173535,Cytoplasm,,Staining,Uncertain
ENSG00000173540,Nucleus,,Staining,Uncertain
ENSG00000173545,Cytoplasm;Golgi apparatus,Nucleoli,Staining,Supportive
ENSG00000173546,Mitochondria,,Staining,Non-supportive
ENSG00000173548,Nucleus but not nucleoli;Plasma membrane,Cytoplasm,Staining,Uncertain
ENSG00000173566,Nucleus but not nucleoli,Golgi apparatus,Staining,Uncertain
ENSG00000173578,,,Staining,Uncertain
ENSG00000173588,Nucleus,Golgi apparatus,Staining,Uncertain
ENSG00000173611,Nucleus;Nuclear membrane,,Staining,Uncertain
ENSG00000173612,,,Staining,Uncertain
ENSG00000173627,Nucleus,,APE,Low
ENSG00000173638,Plasma membrane,,Staining,Uncertain
ENSG00000173641,Nucleus but not nucleoli,Cytoskeleton (Intermediate filaments);Aggresome,Staining,Uncertain
ENSG00000173660,Centrosome,Cytoplasm,Staining,Non-supportive
ENSG00000173662,Nucleus but not nucleoli;Centrosome,Nucleoli;Cytoplasm;Cytoskeleton (Actin filaments),Staining,Non-supportive
ENSG00000173674,Cytoplasm,,Staining,Supportive
ENSG00000173681,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000173698,Cytoplasm,,Staining,Supportive
ENSG00000173699,Cytoplasm,,Staining,Uncertain
ENSG00000173702,Nucleus but not nucleoli,,Staining,Non-supportive
ENSG00000173706,Cytoplasm,,Staining,Uncertain
ENSG00000173714,Mitochondria,,APE,Low
ENSG00000173715,Centrosome,,Staining,Uncertain
ENSG00000173726,Mitochondria,,Staining,Supportive
ENSG00000173728,Nucleus but not nucleoli,Cytoplasm;Vesicles,APE,Low
ENSG00000173744,Golgi apparatus;Vesicles,,Staining,Supportive
ENSG00000173762,Nucleoli,,Staining,Non-supportive
ENSG00000173786,Plasma membrane;Cytoplasm,Golgi apparatus;Vesicles,APE,Very low
ENSG00000173801,Cytoskeleton (Intermediate filaments),Cytoplasm,Staining,Supportive
ENSG00000173805,Cytoplasm,,Staining,Uncertain
ENSG00000173809,Vesicles,,Staining,Uncertain
ENSG00000173821,Cytoplasm,Nucleoli,Staining,Uncertain
ENSG00000173825,Nucleus but not nucleoli,Plasma membrane;Cytoplasm,Staining,Uncertain
ENSG00000173838,Plasma membrane;Cytoplasm,,Staining,Uncertain
ENSG00000173889,Nucleus,Cytoskeleton (Actin filaments),Staining,Supportive
ENSG00000173890,,,Staining,Uncertain
ENSG00000173905,Golgi apparatus,Nucleus but not nucleoli,APE,High
ENSG00000173926,Cytoplasm,,Staining,Uncertain
ENSG00000173930,Nucleus but not nucleoli;Nuclear membrane;Golgi apparatus,,Staining,Uncertain
ENSG00000173988,Golgi apparatus,,Staining,Uncertain
ENSG00000173991,,,Staining,Uncertain
ENSG00000174004,,,Staining,Uncertain
ENSG00000174013,Cytoplasm,,Staining,Uncertain
ENSG00000174015,Plasma membrane;Cell Junctions,,APE,Low
ENSG00000174032,Nucleus but not nucleoli,,Staining,Non-supportive
ENSG00000174059,,,Staining,Uncertain
ENSG00000174099,Cytoskeleton (Actin filaments),,Staining,Non-supportive
ENSG00000174100,Mitochondria,,APE,High
ENSG00000174106,,,Staining,Uncertain
ENSG00000174132,Golgi apparatus,Cytoplasm,Staining,Uncertain
ENSG00000174136,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000174137,Nucleus but not nucleoli,Cytoskeleton (Actin filaments),Staining,Uncertain
ENSG00000174151,,,Staining,Uncertain
ENSG00000174156,,,Staining,Uncertain
ENSG00000174165,Vesicles;Centrosome,,Staining,Uncertain
ENSG00000174173,Mitochondria,Nucleus but not nucleoli,Staining,Supportive
ENSG00000174175,Cytoplasm,Nucleus but not nucleoli,APE,Medium
ENSG00000174177,Nucleus;Nucleoli;Mitochondria,,Staining,Non-supportive
ENSG00000174197,Nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000174225,Cytoplasm;Cytoskeleton (Actin filaments),Plasma membrane,Staining,Uncertain
ENSG00000174226,Cytoplasm,Nucleus but not nucleoli,Staining,Uncertain
ENSG00000174227,Vesicles,Nucleus but not nucleoli;Cytoplasm,Staining,Non-supportive
ENSG00000174236,Centrosome,,Staining,Non-supportive
ENSG00000174238,Cytoplasm,Vesicles,Staining,Uncertain
ENSG00000174243,Nucleus but not nucleoli,Plasma membrane;Mitochondria,Staining,Supportive
ENSG00000174279,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000174292,Nucleus,,Staining,Non-supportive
ENSG00000174306,Cytoplasm,Nucleus;Nucleoli,Staining,Supportive
ENSG00000174307,Vesicles,,Staining,Supportive
ENSG00000174332,Nucleus but not nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000174348,,,Staining,Uncertain
ENSG00000174358,Nucleus,Centrosome,Staining,Uncertain
ENSG00000174370,Cytoplasm,,Staining,Uncertain
ENSG00000174373,Cytoplasm,Mitochondria,Staining,Supportive
ENSG00000174405,Nucleus but not nucleoli;Plasma membrane;Cytoplasm,Focal Adhesions,Staining,Supportive
ENSG00000174407,,,Staining,Uncertain
ENSG00000174442,,,Staining,Uncertain
ENSG00000174444,Nucleus;Cytoplasm,Nucleoli,Staining,Supportive
ENSG00000174453,,,Staining,Uncertain
ENSG00000174460,Centrosome,,Staining,Uncertain
ENSG00000174469,Centrosome,,Staining,Uncertain
ENSG00000174482,Nucleus;Cytoplasm,,Staining,Uncertain
ENSG00000174498,Nucleus but not nucleoli,,Staining,Non-supportive
ENSG00000174500,Mitochondria,,Staining,Supportive
ENSG00000174521,Nucleus but not nucleoli,Cytoplasm;Mitochondria,Staining,Uncertain
ENSG00000174527,Nucleus,Nuclear membrane,Staining,Uncertain
ENSG00000174562,,,Staining,Uncertain
ENSG00000174564,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000174576,,,Staining,Uncertain
ENSG00000174579,Cytoplasm,,Staining,Uncertain
ENSG00000174595,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000174599,Mitochondria,,Staining,Uncertain
ENSG00000174606,Nucleus but not nucleoli,Nuclear membrane;Mitochondria,Staining,Uncertain
ENSG00000174607,Nucleus but not nucleoli,Nuclear membrane;Cytoplasm,Staining,Uncertain
ENSG00000174611,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000174628,Cytoplasm,Nucleus but not nucleoli;Golgi apparatus,Staining,Uncertain
ENSG00000174669,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000174684,Cytoplasm,Plasma membrane,Staining,Non-supportive
ENSG00000174705,Nucleus;Plasma membrane,Nucleoli,Staining,Uncertain
ENSG00000174718,Nucleoli,Cytoplasm;Cytoskeleton (Intermediate filaments),APE,Medium
ENSG00000174720,Nucleus,Cytoplasm,APE,Medium
ENSG00000174740,Nucleus but not nucleoli;Golgi apparatus,,APE,Very low
ENSG00000174744,Centrosome,,Staining,Uncertain
ENSG00000174748,Nucleus,,Staining,Uncertain
ENSG00000174776,Nucleus,Nuclear membrane;Cytoplasm,Staining,Uncertain
ENSG00000174780,Nucleoli;Cytoplasm,Plasma membrane,Staining,Supportive
ENSG00000174791,Nuclear membrane,Nucleus,Staining,Uncertain
ENSG00000174796,Nucleus;Centrosome,Nucleoli;Nucleus but not nucleoli,Staining,Uncertain
ENSG00000174827,Endoplasmic reticulum;Vesicles,,APE,Medium
ENSG00000174851,Golgi apparatus;Vesicles,Centrosome,Staining,Supportive
ENSG00000174871,Nucleus but not nucleoli;Cytoplasm,Mitochondria,Staining,Uncertain
ENSG00000174891,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000174898,Cytoplasm,Cytoskeleton (Actin filaments);Centrosome,Staining,Uncertain
ENSG00000174915,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000174917,Mitochondria,Nucleus,Staining,Uncertain
ENSG00000174928,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000174939,Mitochondria,,Staining,Uncertain
ENSG00000174945,,,Staining,Uncertain
ENSG00000174948,Cytoplasm,,Staining,Uncertain
ENSG00000174953,Cytoplasm,Nucleus,Staining,Supportive
ENSG00000174989,Vesicles,,Staining,Uncertain
ENSG00000174996,Cytoplasm,Plasma membrane,Staining,Uncertain
ENSG00000175003,Nucleus but not nucleoli,,Staining,Non-supportive
ENSG00000175029,Cytoplasm,,APE,Low
ENSG00000175048,Cytoplasm,,Staining,Uncertain
ENSG00000175054,Cytoplasm,Nucleus but not nucleoli;Centrosome,Staining,Uncertain
ENSG00000175063,Plasma membrane;Cytoplasm,,Staining,Uncertain
ENSG00000175066,Cell Junctions,Plasma membrane;Vesicles,Staining,Uncertain
ENSG00000175084,Nucleus but not nucleoli,,Staining,Non-supportive
ENSG00000175104,Nucleus but not nucleoli;Cytoplasm,Nuclear membrane,Staining,Supportive
ENSG00000175106,Golgi apparatus,,Staining,Uncertain
ENSG00000175110,Mitochondria,,Staining,Supportive
ENSG00000175115,Cytoplasm,,Staining,Non-supportive
ENSG00000175137,Nucleus but not nucleoli,Golgi apparatus;Vesicles,Staining,Uncertain
ENSG00000175161,,,Staining,Uncertain
ENSG00000175166,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000175175,Nucleus;Nucleoli,,Staining,Supportive
ENSG00000175182,Nucleoli,Nucleus,Staining,Uncertain
ENSG00000175193,Mitochondria,,Staining,Supportive
ENSG00000175202,Cytoplasm,,Staining,Uncertain
ENSG00000175203,Nucleus;Cytoskeleton (Microtubules),,Staining,Supportive
ENSG00000175213,Cytoplasm,,Staining,Uncertain
ENSG00000175216,Plasma membrane;Cytoplasm,Nucleoli,APE,Medium
ENSG00000175220,Vesicles,Nucleus but not nucleoli;Cytoskeleton (Microtubules),APE,Low
ENSG00000175221,Cytoplasm,,Staining,Uncertain
ENSG00000175224,Cytoplasm,Nucleus but not nucleoli;Plasma membrane,Staining,Uncertain
ENSG00000175229,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000175262,Nucleus,Plasma membrane,Staining,Uncertain
ENSG00000175267,Nucleus but not nucleoli;Cytoplasm,Plasma membrane,Staining,Uncertain
ENSG00000175287,Nucleus,Cytoplasm;Vesicles,Staining,Uncertain
ENSG00000175309,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000175311,,,Staining,Uncertain
ENSG00000175318,Nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000175322,Nucleoli,Nucleus,Staining,Uncertain
ENSG00000175324,Vesicles,Cytoplasm,Staining,Uncertain
ENSG00000175344,Nucleus but not nucleoli,Cytoplasm,Staining,Non-supportive
ENSG00000175352,Nuclear membrane,,Staining,Uncertain
ENSG00000175356,Nucleus but not nucleoli;Mitochondria,,APE,Low
ENSG00000175395,Nucleus but not nucleoli;Golgi apparatus,Cytoplasm,Staining,Uncertain
ENSG00000175455,Nucleus but not nucleoli;Vesicles,Cytoplasm;Centrosome,Staining,Uncertain
ENSG00000175467,Nucleus but not nucleoli,Golgi apparatus,APE,Medium
ENSG00000175489,Cytoplasm,Nuclear membrane,Staining,Uncertain
ENSG00000175505,Nucleus,,Staining,Uncertain
ENSG00000175514,Cytoplasm;Vesicles,Cytoskeleton (Intermediate filaments),Staining,Non-supportive
ENSG00000175518,Nucleus but not nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000175520,Vesicles,Nucleus but not nucleoli,Staining,Uncertain
ENSG00000175536,Vesicles,Centrosome,Staining,Uncertain
ENSG00000175544,Nucleoli,Nucleus;Plasma membrane,Staining,Non-supportive
ENSG00000175550,Cytoplasm,,Staining,Non-supportive
ENSG00000175573,Nucleus;Nucleoli,,Staining,Uncertain
ENSG00000175575,,,Staining,Uncertain
ENSG00000175600,Nucleus but not nucleoli;Cytoplasm,Golgi apparatus;Vesicles,Staining,Uncertain
ENSG00000175643,Nucleus,Cytoplasm,Staining,Supportive
ENSG00000175662,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000175664,Centrosome,Cytoplasm,Staining,Uncertain
ENSG00000175691,Nucleus;Nucleoli,Cytoplasm,Staining,Supportive
ENSG00000175697,Nucleus but not nucleoli;Plasma membrane;Cytoplasm;Golgi apparatus,,APE,Low
ENSG00000175707,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000175711,Nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000175756,Nucleus but not nucleoli;Mitochondria,Vesicles,Staining,Supportive
ENSG00000175773,Nucleus;Nucleoli;Cytoskeleton (Microtubules),,Staining,Uncertain
ENSG00000175779,Cytoplasm,Nucleus but not nucleoli;Plasma membrane,Staining,Uncertain
ENSG00000175792,Nucleus but not nucleoli,Cytoplasm;Golgi apparatus;Vesicles,APE,High
ENSG00000175793,Plasma membrane;Cytoplasm,Nucleus,APE,Medium
ENSG00000175806,Nucleus but not nucleoli;Cytoplasm,Cytoskeleton (Actin filaments),Staining,Uncertain
ENSG00000175809,Nucleus but not nucleoli,Cytoplasm;Cytoskeleton (Intermediate filaments),Staining,Uncertain
ENSG00000175826,Nucleus but not nucleoli,,Staining,Non-supportive
ENSG00000175832,Nucleoli,,Staining,Supportive
ENSG00000175857,Nucleus but not nucleoli;Vesicles,,Staining,Non-supportive
ENSG00000175866,Plasma membrane;Cytoplasm,Nucleus but not nucleoli,APE,High
ENSG00000175874,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000175895,Nucleus but not nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000175898,,,Staining,Uncertain
ENSG00000175899,Nucleus,Cytoplasm,Staining,Uncertain
ENSG00000175928,Cytoplasm,,Staining,Uncertain
ENSG00000175938,Nucleus but not nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000175946,Nucleus but not nucleoli;Vesicles,,APE,Very low
ENSG00000175984,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000176009,Vesicles,Nucleoli;Nucleus but not nucleoli,Staining,Supportive
ENSG00000176018,Cytoplasm,Golgi apparatus,Staining,Uncertain
ENSG00000176020,Cytoskeleton (Actin filaments),,Staining,Uncertain
ENSG00000176024,Nucleus but not nucleoli,Vesicles,Staining,Uncertain
ENSG00000176034,Nucleus,Nucleus but not nucleoli;Cytoplasm,Staining,Uncertain
ENSG00000176040,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000176055,Nucleus but not nucleoli;Cytoskeleton (Intermediate filaments),,Staining,Uncertain
ENSG00000176058,Plasma membrane,,Staining,Uncertain
ENSG00000176076,Cytoplasm,,Staining,Uncertain
ENSG00000176092,Nucleus but not nucleoli,Cytoplasm;Cytoskeleton (Intermediate filaments),APE,Low
ENSG00000176095,Nucleoli,Nucleus,Staining,Supportive
ENSG00000176102,Nucleus but not nucleoli,,APE,Medium
ENSG00000176105,Plasma membrane;Cytoplasm,,Staining,Supportive
ENSG00000176108,Nucleus but not nucleoli;Plasma membrane;Cytoplasm,Nucleoli;Golgi apparatus,Staining,Non-supportive
ENSG00000176125,,,APE,N/A
ENSG00000176142,Nucleus but not nucleoli,Golgi apparatus,Staining,Uncertain
ENSG00000176148,Cytoplasm,Golgi apparatus,Staining,Uncertain
ENSG00000176153,Nucleus but not nucleoli,Cytoplasm,Staining,Supportive
ENSG00000176155,Nucleus but not nucleoli;Cytoplasm;Cytoskeleton (Microtubules);Centrosome,,APE,Very low
ENSG00000176160,Nucleus but not nucleoli,Cytoplasm;Endoplasmic reticulum,Staining,Uncertain
ENSG00000176170,Cytoplasm,,Staining,Uncertain
ENSG00000176171,Mitochondria,Nucleus,Staining,Supportive
ENSG00000176177,Cytoplasm,,Staining,Uncertain
ENSG00000176209,Nucleus;Cytoplasm,Nucleoli,Staining,Supportive
ENSG00000176222,Nucleoli,Nucleus;Mitochondria,Staining,Uncertain
ENSG00000176225,Mitochondria,,APE,Low
ENSG00000176236,,,Staining,Uncertain
ENSG00000176256,Centrosome,,Staining,Uncertain
ENSG00000176274,Nucleus,,Staining,Uncertain
ENSG00000176293,Cytoplasm,,Staining,Non-supportive
ENSG00000176349,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000176386,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000176390,Plasma membrane;Cytoplasm,,Staining,Uncertain
ENSG00000176393,Cytoplasm,,Staining,Uncertain
ENSG00000176396,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000176402,Cytoplasm,,Staining,Uncertain
ENSG00000176407,Cytoplasm,Nucleus but not nucleoli,APE,Medium
ENSG00000176428,Cytoplasm,,Staining,Uncertain
ENSG00000176454,Nucleus;Vesicles,,Staining,Non-supportive
ENSG00000176473,,,Staining,Uncertain
ENSG00000176515,Cytoplasm,,Staining,Uncertain
ENSG00000176531,Nucleus but not nucleoli,Plasma membrane;Cytoplasm,Staining,Uncertain
ENSG00000176542,Nucleoli;Nucleus but not nucleoli,Centrosome,APE,Very low
ENSG00000176563,Nucleus but not nucleoli,Plasma membrane;Focal Adhesions,Staining,Uncertain
ENSG00000176571,Cytoskeleton (Microtubules),,Staining,Uncertain
ENSG00000176597,Nucleoli,,Staining,Uncertain
ENSG00000176601,Cytoplasm,,Staining,Uncertain
ENSG00000176605,Nucleus,,Staining,Uncertain
ENSG00000176624,Vesicles,,Staining,Supportive
ENSG00000176635,,,Staining,Uncertain
ENSG00000176715,Cytoplasm,,APE,Very low
ENSG00000176716,,,Staining,Uncertain
ENSG00000176723,Cytoplasm,,Staining,Uncertain
ENSG00000176732,Nucleus but not nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000176746,Nucleoli,Nucleus;Golgi apparatus,Staining,Uncertain
ENSG00000176769,Nucleus but not nucleoli,Vesicles,Staining,Uncertain
ENSG00000176771,Nucleus,,Staining,Uncertain
ENSG00000176783,Nucleus;Cytoplasm,,Staining,Uncertain
ENSG00000176834,Cytoplasm,,Staining,Uncertain
ENSG00000176845,Nucleus but not nucleoli;Nuclear membrane,,Staining,Uncertain
ENSG00000176853,Nucleus but not nucleoli;Cytoskeleton (Microtubules),,Staining,Uncertain
ENSG00000176887,Nucleus;Nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000176903,Cytoplasm,Focal Adhesions,APE,Medium
ENSG00000176907,Plasma membrane;Cytoplasm,Nucleus but not nucleoli,Staining,Uncertain
ENSG00000176912,Nucleoli,Nucleus;Cytoplasm,Staining,Uncertain
ENSG00000176915,Cytoplasm,,Staining,Supportive
ENSG00000176920,Plasma membrane;Cytoplasm,,Staining,Non-supportive
ENSG00000176927,Mitochondria,,Staining,Uncertain
ENSG00000176928,Cytoplasm,,Staining,Uncertain
ENSG00000176946,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000176971,Cytoplasm,,Staining,Uncertain
ENSG00000176974,Nucleus;Cytoplasm,,Staining,Supportive
ENSG00000176978,Golgi apparatus,,Staining,Uncertain
ENSG00000176979,Nucleus but not nucleoli;Mitochondria,,Staining,Uncertain
ENSG00000176984,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000176986,Vesicles,,APE,Medium
ENSG00000176988,Nucleoli,,Staining,Uncertain
ENSG00000176994,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000177025,Golgi apparatus,,Staining,Uncertain
ENSG00000177045,Cytoplasm,,Staining,Supportive
ENSG00000177054,Vesicles,,APE,High
ENSG00000177076,Vesicles;Aggresome,,Staining,Non-supportive
ENSG00000177082,Vesicles,,Staining,Uncertain
ENSG00000177096,Nucleus;Nucleus but not nucleoli,Mitochondria,Staining,Uncertain
ENSG00000177098,,,Staining,Uncertain
ENSG00000177105,Nucleus but not nucleoli,,Staining,Non-supportive
ENSG00000177106,Plasma membrane;Cytoplasm,,Staining,Supportive
ENSG00000177119,Cytoplasm,,Staining,Uncertain
ENSG00000177125,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000177138,Nucleus but not nucleoli,,Staining,Supportive
